[Summary]
Novonix HPC data file
Novonix
Channel: 09
Cell: 2023-12-12_fullcell_aqds_vanadium_insituUVvis.csv
Serial Number: 
Description: Enter description here...
Protocol: CCCV_fullcell_50mA_until_200mV_chrge1p3V_dischrge0p4V.pro1
Mass (g): 1.000
Capacity (Ah): 1.000
Area (cm2): 1.000
DC Offset Voltage (V): 0.00000
Started: 12/12/2023 10:58:00 AM
Version: 2.2.0.2
[End Summary]
[Protocol]
Protocol: CCCV_fullcell_50mA_until_200mV_chrge1p3V_dischrge0p4V.pro1
[0: Open_circuit_storage:]
   [End step when step time > 30 seconds]
   [Save data when Δt > 2 seconds]
   [StepLimits -999 999999 0 50 0 100 0 100 -150 500 -150 500 -0.624045864045863 1.47535724815725 -0.624045864045863 1.47535724815725 -999 2 0 2]
[5: Repeat: 8000 time(s) Node count: 3]
   [3: CC-CV_charge: 50 mA to 1.3 V]
      [During CV, End step when step time > 4 hours or when abs(I) < 5 mA]
      [Any time, Save data when ΔV > 0.002 V or when Δt > 2 seconds]
      [StepLimits 0 10 0 10 0 100 0 100 -150 500 -150 500 -0.562948402948403 1.41975823095823 -0.562948402948403 1.41975823095823 0 1.76216216216216 0 1.74234234234234]
   [4: CC-CV_discharge: 50 mA to 0.4 V]
      [During CV, End step when step time > 4 hours or when abs(I) < 5 mA]
      [Any time, Save data when ΔV > 0.002 V or when Δt > 2 seconds]
      [StepLimits 0 10 0 10 0 100 0 100 -150 500 -150 500 -0.555806715806716 1.41042686322686 -0.555806715806716 1.41042686322686 0 1.72252252252252 0 1.72252252252252]
   [6: Increment_cycle_counter:]
[End Protocol]
[Data]
Date and Time,Cycle Number,Step Type,Run Time (h),Step Time (h),Current (A),Potential (V),Capacity (Ah),Temperature (°C),Circuit Temperature (°C),Energy (Wh),dVdt (I/h),dIdt (V/h),Step Number,Step position
12/12/2023 12:36:41 PM,2,9,1.6447750,0.1460694,-0.0499893185,0.75509340,0.0165396144,-9999.00000000,21.532,0.0179594657,0.0000000,0.0000000,6,0
12/12/2023 12:36:43 PM,2,9,1.6453528,0.1466472,-0.0499889922,0.75492643,0.0165107319,-9999.00000000,21.533,0.0179376593,0.0000000,0.0000000,6,0
12/12/2023 12:36:45 PM,2,9,1.6459306,0.1472250,-0.0499887696,0.75475617,0.0164818494,-9999.00000000,21.536,0.0179158578,0.0000000,0.0000000,6,0
12/12/2023 12:36:47 PM,2,9,1.6465083,0.1478028,-0.0499889282,0.75457156,0.0164529669,-9999.00000000,21.524,0.0178940614,0.0000000,0.0000000,6,0
12/12/2023 12:36:49 PM,2,9,1.6470861,0.1483806,-0.0499888855,0.75440413,0.0164240844,-9999.00000000,21.531,0.0178722699,0.0000000,0.0000000,6,0
12/12/2023 12:36:52 PM,2,9,1.6476639,0.1489583,-0.0499889709,0.75424257,0.0163952018,-9999.00000000,21.546,0.0178504832,0.0000000,0.0000000,6,0
12/12/2023 12:36:54 PM,2,9,1.6482417,0.1495361,-0.0499888703,0.75407041,0.0163663193,-9999.00000000,21.546,0.0178287015,0.0000000,0.0000000,6,0
12/12/2023 12:36:56 PM,2,9,1.6488194,0.1501139,-0.0499888611,0.75390427,0.0163374368,-9999.00000000,21.546,0.0178069247,0.0000000,0.0000000,6,0
12/12/2023 12:36:58 PM,2,9,1.6493972,0.1506917,-0.0499892758,0.75373211,0.0163085543,-9999.00000000,21.551,0.0177851527,0.0000000,0.0000000,6,0
12/12/2023 12:37:00 PM,2,9,1.6499750,0.1512694,-0.0499889495,0.75355612,0.0162796718,-9999.00000000,21.530,0.0177633859,0.0000000,0.0000000,6,0
12/12/2023 12:37:02 PM,2,9,1.6505528,0.1518472,-0.0499892636,0.75338106,0.0162507893,-9999.00000000,21.545,0.0177416239,0.0000000,0.0000000,6,0
12/12/2023 12:37:04 PM,2,9,1.6511306,0.1524250,-0.0499889160,0.75321064,0.0162219068,-9999.00000000,21.541,0.0177198669,0.0000000,0.0000000,6,0
12/12/2023 12:37:06 PM,2,9,1.6517083,0.1530028,-0.0499892697,0.75304451,0.0161930242,-9999.00000000,21.533,0.0176981148,0.0000000,0.0000000,6,0
12/12/2023 12:37:08 PM,2,9,1.6522861,0.1535806,-0.0499888520,0.75286990,0.0161641417,-9999.00000000,21.538,0.0176763677,0.0000000,0.0000000,6,0
12/12/2023 12:37:10 PM,2,9,1.6528639,0.1541583,-0.0499889282,0.75268659,0.0161352592,-9999.00000000,21.523,0.0176546257,0.0000000,0.0000000,6,0
12/12/2023 12:37:12 PM,2,9,1.6534417,0.1547361,-0.0499888398,0.75252305,0.0161063767,-9999.00000000,21.535,0.0176328888,0.0000000,0.0000000,6,0
12/12/2023 12:37:14 PM,2,9,1.6540194,0.1553139,-0.0499887879,0.75235027,0.0160774942,-9999.00000000,21.524,0.0176111568,0.0000000,0.0000000,6,0
12/12/2023 12:37:16 PM,2,9,1.6545972,0.1558917,-0.0499893307,0.75217780,0.0160486116,-9999.00000000,21.538,0.0175894297,0.0000000,0.0000000,6,0
12/12/2023 12:37:19 PM,2,9,1.6551750,0.1564694,-0.0499889556,0.75200182,0.0160197291,-9999.00000000,21.524,0.0175677076,0.0000000,0.0000000,6,0
12/12/2023 12:37:20 PM,2,9,1.6557528,0.1570472,-0.0499888733,0.75183538,0.0159908466,-9999.00000000,21.522,0.0175459904,0.0000000,0.0000000,6,0
12/12/2023 12:37:23 PM,2,9,1.6563306,0.1576250,-0.0499888398,0.75167726,0.0159619642,-9999.00000000,21.514,0.0175242780,0.0000000,0.0000000,6,0
12/12/2023 12:37:25 PM,2,9,1.6569083,0.1582028,-0.0499888825,0.75150700,0.0159330816,-9999.00000000,21.522,0.0175025704,0.0000000,0.0000000,6,0
12/12/2023 12:37:27 PM,2,9,1.6574861,0.1587806,-0.0499887788,0.75132918,0.0159041991,-9999.00000000,21.521,0.0174808677,0.0000000,0.0000000,6,0
12/12/2023 12:37:29 PM,2,9,1.6580639,0.1593583,-0.0499892423,0.75115442,0.0158753166,-9999.00000000,21.537,0.0174591701,0.0000000,0.0000000,6,0
12/12/2023 12:37:31 PM,2,9,1.6586417,0.1599361,-0.0499888946,0.75098271,0.0158464341,-9999.00000000,21.534,0.0174374776,0.0000000,0.0000000,6,0
12/12/2023 12:37:33 PM,2,9,1.6592194,0.1605139,-0.0499889160,0.75081116,0.0158175516,-9999.00000000,21.534,0.0174157900,0.0000000,0.0000000,6,0
12/12/2023 12:37:35 PM,2,9,1.6597972,0.1610917,-0.0499888062,0.75062975,0.0157886691,-9999.00000000,21.515,0.0173941074,0.0000000,0.0000000,6,0
12/12/2023 12:37:37 PM,2,9,1.6603750,0.1616694,-0.0499888459,0.75046690,0.0157597866,-9999.00000000,21.528,0.0173724298,0.0000000,0.0000000,6,0
12/12/2023 12:37:39 PM,2,9,1.6609528,0.1622472,-0.0499891813,0.75030062,0.0157309041,-9999.00000000,21.533,0.0173507570,0.0000000,0.0000000,6,0
12/12/2023 12:37:41 PM,2,9,1.6615306,0.1628250,-0.0499889800,0.75013250,0.0157020216,-9999.00000000,21.528,0.0173290891,0.0000000,0.0000000,6,0
12/12/2023 12:37:44 PM,2,9,1.6621083,0.1634028,-0.0499892270,0.74995445,0.0156731391,-9999.00000000,21.511,0.0173074261,0.0000000,0.0000000,6,0
12/12/2023 12:37:46 PM,2,9,1.6626861,0.1639806,-0.0499887666,0.74978939,0.0156442566,-9999.00000000,21.511,0.0172857679,0.0000000,0.0000000,6,0
12/12/2023 12:37:48 PM,2,9,1.6632639,0.1645583,-0.0499890319,0.74962340,0.0156153741,-9999.00000000,21.525,0.0172641147,0.0000000,0.0000000,6,0
12/12/2023 12:37:50 PM,2,9,1.6638417,0.1651361,-0.0499892057,0.74943681,0.0155864916,-9999.00000000,21.515,0.0172424667,0.0000000,0.0000000,6,0
12/12/2023 12:37:52 PM,2,9,1.6644194,0.1657139,-0.0499887940,0.74926800,0.0155576092,-9999.00000000,21.510,0.0172208237,0.0000000,0.0000000,6,0
12/12/2023 12:37:54 PM,2,9,1.6649972,0.1662917,-0.0499888154,0.74909652,0.0155287267,-9999.00000000,21.514,0.0171991857,0.0000000,0.0000000,6,0
12/12/2023 12:37:56 PM,2,9,1.6655750,0.1668694,-0.0499891996,0.74891932,0.0154998442,-9999.00000000,21.516,0.0171775528,0.0000000,0.0000000,6,0
12/12/2023 12:37:58 PM,2,9,1.6661528,0.1674472,-0.0499888611,0.74873761,0.0154709617,-9999.00000000,21.516,0.0171559248,0.0000000,0.0000000,6,0
12/12/2023 12:38:00 PM,2,9,1.6667306,0.1680250,-0.0499892758,0.74855933,0.0154420792,-9999.00000000,21.527,0.0171343020,0.0000000,0.0000000,6,0
12/12/2023 12:38:02 PM,2,9,1.6673083,0.1686028,-0.0499887879,0.74838495,0.0154131967,-9999.00000000,21.517,0.0171126844,0.0000000,0.0000000,6,0
12/12/2023 12:38:04 PM,2,9,1.6678861,0.1691806,-0.0499887147,0.74820973,0.0153843142,-9999.00000000,21.510,0.0170910719,0.0000000,0.0000000,6,0
12/12/2023 12:38:06 PM,2,9,1.6684639,0.1697583,-0.0499888154,0.74803421,0.0153554317,-9999.00000000,21.506,0.0170694645,0.0000000,0.0000000,6,0
12/12/2023 12:38:08 PM,2,9,1.6690417,0.1703361,-0.0499888703,0.74786212,0.0153265493,-9999.00000000,21.503,0.0170478620,0.0000000,0.0000000,6,0
12/12/2023 12:38:11 PM,2,9,1.6696194,0.1709139,-0.0499888794,0.74768751,0.0152976668,-9999.00000000,21.504,0.0170262646,0.0000000,0.0000000,6,0
12/12/2023 12:38:13 PM,2,9,1.6701972,0.1714917,-0.0499889221,0.74751274,0.0152687842,-9999.00000000,21.508,0.0170046722,0.0000000,0.0000000,6,0
12/12/2023 12:38:15 PM,2,9,1.6707750,0.1720694,-0.0499888703,0.74733676,0.0152399017,-9999.00000000,21.523,0.0169830848,0.0000000,0.0000000,6,0
12/12/2023 12:38:17 PM,2,9,1.6713528,0.1726472,-0.0499888367,0.74716429,0.0152110192,-9999.00000000,21.523,0.0169615024,0.0000000,0.0000000,6,0
12/12/2023 12:38:19 PM,2,9,1.6719306,0.1732250,-0.0499892057,0.74699228,0.0151821367,-9999.00000000,21.521,0.0169399250,0.0000000,0.0000000,6,0
12/12/2023 12:38:21 PM,2,9,1.6725083,0.1738028,-0.0499889892,0.74681622,0.0151532542,-9999.00000000,21.507,0.0169183528,0.0000000,0.0000000,6,0
12/12/2023 12:38:23 PM,2,9,1.6730861,0.1743806,-0.0499891813,0.74664115,0.0151243717,-9999.00000000,21.521,0.0168967855,0.0000000,0.0000000,6,0
12/12/2023 12:38:25 PM,2,9,1.6736639,0.1749583,-0.0499888794,0.74647219,0.0150954892,-9999.00000000,21.509,0.0168752232,0.0000000,0.0000000,6,0
12/12/2023 12:38:27 PM,2,9,1.6742417,0.1755361,-0.0499887818,0.74629773,0.0150666067,-9999.00000000,21.527,0.0168536660,0.0000000,0.0000000,6,0
12/12/2023 12:38:29 PM,2,9,1.6748194,0.1761139,-0.0499888093,0.74611511,0.0150377242,-9999.00000000,21.514,0.0168321139,0.0000000,0.0000000,6,0
12/12/2023 12:38:31 PM,2,9,1.6753972,0.1766917,-0.0499892545,0.74594729,0.0150088417,-9999.00000000,21.525,0.0168105667,0.0000000,0.0000000,6,0
12/12/2023 12:38:33 PM,2,9,1.6759750,0.1772694,-0.0499887605,0.74578574,0.0149799592,-9999.00000000,21.515,0.0167890243,0.0000000,0.0000000,6,0
12/12/2023 12:38:35 PM,2,9,1.6765528,0.1778472,-0.0499889251,0.74561785,0.0149510767,-9999.00000000,21.515,0.0167674867,0.0000000,0.0000000,6,0
12/12/2023 12:38:38 PM,2,9,1.6771306,0.1784250,-0.0499889038,0.74543316,0.0149221942,-9999.00000000,21.528,0.0167459543,0.0000000,0.0000000,6,0
12/12/2023 12:38:40 PM,2,9,1.6777083,0.1790028,-0.0499888062,0.74526038,0.0148933116,-9999.00000000,21.512,0.0167244269,0.0000000,0.0000000,6,0
12/12/2023 12:38:42 PM,2,9,1.6782861,0.1795806,-0.0499892575,0.74508386,0.0148644291,-9999.00000000,21.528,0.0167029047,0.0000000,0.0000000,6,0
12/12/2023 12:38:44 PM,2,9,1.6788639,0.1801583,-0.0499889343,0.74490200,0.0148355466,-9999.00000000,21.529,0.0166813877,0.0000000,0.0000000,6,0
12/12/2023 12:38:46 PM,2,9,1.6794417,0.1807361,-0.0499889495,0.74472449,0.0148066641,-9999.00000000,21.533,0.0166598756,0.0000000,0.0000000,6,0
12/12/2023 12:38:48 PM,2,9,1.6800194,0.1813139,-0.0499888611,0.74454553,0.0147777816,-9999.00000000,21.533,0.0166383688,0.0000000,0.0000000,6,0
12/12/2023 12:38:50 PM,2,9,1.6805972,0.1818917,-0.0499889160,0.74437382,0.0147488992,-9999.00000000,21.523,0.0166168671,0.0000000,0.0000000,6,0
12/12/2023 12:38:52 PM,2,9,1.6811750,0.1824694,-0.0499887849,0.74418280,0.0147200167,-9999.00000000,21.524,0.0165953708,0.0000000,0.0000000,6,0
12/12/2023 12:38:54 PM,2,9,1.6817528,0.1830472,-0.0499894009,0.74400468,0.0146911342,-9999.00000000,21.534,0.0165738796,0.0000000,0.0000000,6,0
12/12/2023 12:38:56 PM,2,9,1.6823306,0.1836250,-0.0499888825,0.74382808,0.0146622518,-9999.00000000,21.538,0.0165523936,0.0000000,0.0000000,6,0
12/12/2023 12:38:59 PM,2,9,1.6829083,0.1842028,-0.0499887513,0.74364950,0.0146333693,-9999.00000000,21.535,0.0165309128,0.0000000,0.0000000,6,0
12/12/2023 12:39:00 PM,2,9,1.6834861,0.1847806,-0.0499888581,0.74347588,0.0146044868,-9999.00000000,21.539,0.0165094370,0.0000000,0.0000000,6,0
12/12/2023 12:39:03 PM,2,9,1.6840639,0.1853583,-0.0499888855,0.74329639,0.0145756043,-9999.00000000,21.526,0.0164879663,0.0000000,0.0000000,6,0
12/12/2023 12:39:05 PM,2,9,1.6846417,0.1859361,-0.0499888855,0.74311453,0.0145467219,-9999.00000000,21.531,0.0164665010,0.0000000,0.0000000,6,0
12/12/2023 12:39:07 PM,2,9,1.6852194,0.1865139,-0.0499888916,0.74293190,0.0145178394,-9999.00000000,21.545,0.0164450409,0.0000000,0.0000000,6,0
12/12/2023 12:39:09 PM,2,9,1.6857972,0.1870917,-0.0499889434,0.74275363,0.0144889569,-9999.00000000,21.552,0.0164235859,0.0000000,0.0000000,6,0
12/12/2023 12:39:11 PM,2,9,1.6863750,0.1876694,-0.0499888276,0.74257245,0.0144600744,-9999.00000000,21.551,0.0164021361,0.0000000,0.0000000,6,0
12/12/2023 12:39:13 PM,2,9,1.6869528,0.1882472,-0.0499888855,0.74239280,0.0144311919,-9999.00000000,21.553,0.0163806914,0.0000000,0.0000000,6,0
12/12/2023 12:39:15 PM,2,9,1.6875306,0.1888250,-0.0499892667,0.74220659,0.0144023094,-9999.00000000,21.555,0.0163592521,0.0000000,0.0000000,6,0
12/12/2023 12:39:17 PM,2,9,1.6881083,0.1894028,-0.0499888642,0.74203122,0.0143734269,-9999.00000000,21.553,0.0163378180,0.0000000,0.0000000,6,0
12/12/2023 12:39:19 PM,2,9,1.6886861,0.1899806,-0.0499890227,0.74184859,0.0143445443,-9999.00000000,21.545,0.0163163891,0.0000000,0.0000000,6,0
12/12/2023 12:39:21 PM,2,9,1.6892639,0.1905583,-0.0499888764,0.74166948,0.0143156618,-9999.00000000,21.540,0.0162949653,0.0000000,0.0000000,6,0
12/12/2023 12:39:23 PM,2,9,1.6898417,0.1911361,-0.0499887452,0.74148845,0.0142867793,-9999.00000000,21.548,0.0162735469,0.0000000,0.0000000,6,0
12/12/2023 12:39:26 PM,2,9,1.6904194,0.1917139,-0.0499888062,0.74129964,0.0142578968,-9999.00000000,21.549,0.0162521337,0.0000000,0.0000000,6,0
12/12/2023 12:39:27 PM,2,9,1.6909972,0.1922917,-0.0499892636,0.74111938,0.0142290143,-9999.00000000,21.550,0.0162307259,0.0000000,0.0000000,6,0
12/12/2023 12:39:30 PM,2,9,1.6915750,0.1928694,-0.0499889861,0.74093462,0.0142001317,-9999.00000000,21.535,0.0162093233,0.0000000,0.0000000,6,0
12/12/2023 12:39:32 PM,2,9,1.6921528,0.1934472,-0.0499887971,0.74076345,0.0141712492,-9999.00000000,21.535,0.0161879260,0.0000000,0.0000000,6,0
12/12/2023 12:39:34 PM,2,9,1.6927306,0.1940250,-0.0499889038,0.74058120,0.0141423667,-9999.00000000,21.536,0.0161665336,0.0000000,0.0000000,6,0
12/12/2023 12:39:36 PM,2,9,1.6933083,0.1946028,-0.0499887422,0.74041476,0.0141134842,-9999.00000000,21.553,0.0161451463,0.0000000,0.0000000,6,0
12/12/2023 12:39:38 PM,2,9,1.6938861,0.1951806,-0.0499888428,0.74023160,0.0140846017,-9999.00000000,21.538,0.0161237642,0.0000000,0.0000000,6,0
12/12/2023 12:39:40 PM,2,9,1.6944639,0.1957583,-0.0499889129,0.74005821,0.0140557192,-9999.00000000,21.541,0.0161023869,0.0000000,0.0000000,6,0
12/12/2023 12:39:42 PM,2,9,1.6950417,0.1963361,-0.0499892972,0.73988689,0.0140268366,-9999.00000000,21.539,0.0160810147,0.0000000,0.0000000,6,0
12/12/2023 12:39:44 PM,2,9,1.6956194,0.1969139,-0.0499888550,0.73971716,0.0139979541,-9999.00000000,21.544,0.0160596476,0.0000000,0.0000000,6,0
12/12/2023 12:39:46 PM,2,9,1.6961972,0.1974917,-0.0499889251,0.73955034,0.0139690716,-9999.00000000,21.545,0.0160382853,0.0000000,0.0000000,6,0
12/12/2023 12:39:48 PM,2,9,1.6967750,0.1980694,-0.0499887849,0.73937191,0.0139401891,-9999.00000000,21.560,0.0160169280,0.0000000,0.0000000,6,0
12/12/2023 12:39:50 PM,2,9,1.6973528,0.1986472,-0.0499888672,0.73921105,0.0139113066,-9999.00000000,21.556,0.0159955755,0.0000000,0.0000000,6,0
12/12/2023 12:39:53 PM,2,9,1.6979306,0.1992250,-0.0499892179,0.73902842,0.0138824241,-9999.00000000,21.560,0.0159742281,0.0000000,0.0000000,6,0
12/12/2023 12:39:54 PM,2,9,1.6985083,0.1998028,-0.0499890258,0.73883999,0.0138535416,-9999.00000000,21.542,0.0159528859,0.0000000,0.0000000,6,0
12/12/2023 12:39:57 PM,2,9,1.6990861,0.2003806,-0.0499888093,0.73865508,0.0138246591,-9999.00000000,21.540,0.0159315490,0.0000000,0.0000000,6,0
12/12/2023 12:39:59 PM,2,9,1.6996639,0.2009583,-0.0499888550,0.73847367,0.0137957765,-9999.00000000,21.537,0.0159102177,0.0000000,0.0000000,6,0
12/12/2023 12:40:01 PM,2,9,1.7002417,0.2015361,-0.0499888672,0.73828654,0.0137668940,-9999.00000000,21.555,0.0158888916,0.0000000,0.0000000,6,0
12/12/2023 12:40:03 PM,2,9,1.7008194,0.2021139,-0.0499892911,0.73810705,0.0137380115,-9999.00000000,21.557,0.0158675707,0.0000000,0.0000000,6,0
12/12/2023 12:40:05 PM,2,9,1.7013972,0.2026917,-0.0499889495,0.73792442,0.0137091290,-9999.00000000,21.558,0.0158462552,0.0000000,0.0000000,6,0
12/12/2023 12:40:07 PM,2,9,1.7019750,0.2032694,-0.0499889160,0.73774767,0.0136802465,-9999.00000000,21.554,0.0158249447,0.0000000,0.0000000,6,0
12/12/2023 12:40:09 PM,2,9,1.7025528,0.2038472,-0.0499887208,0.73756863,0.0136513640,-9999.00000000,21.560,0.0158036394,0.0000000,0.0000000,6,0
12/12/2023 12:40:11 PM,2,9,1.7031306,0.2044250,-0.0499888581,0.73738364,0.0136224814,-9999.00000000,21.555,0.0157823394,0.0000000,0.0000000,6,0
12/12/2023 12:40:13 PM,2,9,1.7037083,0.2050028,-0.0499893460,0.73721384,0.0135935989,-9999.00000000,21.557,0.0157610444,0.0000000,0.0000000,6,0
12/12/2023 12:40:15 PM,2,9,1.7042861,0.2055806,-0.0499889434,0.73703969,0.0135647164,-9999.00000000,21.560,0.0157397545,0.0000000,0.0000000,6,0
12/12/2023 12:40:17 PM,2,9,1.7048639,0.2061583,-0.0499889099,0.73686554,0.0135358339,-9999.00000000,21.557,0.0157184698,0.0000000,0.0000000,6,0
12/12/2023 12:40:20 PM,2,9,1.7054417,0.2067361,-0.0499887940,0.73668001,0.0135069514,-9999.00000000,21.569,0.0156971900,0.0000000,0.0000000,6,0
12/12/2023 12:40:21 PM,2,9,1.7060194,0.2073139,-0.0499888001,0.73649731,0.0134780689,-9999.00000000,21.566,0.0156759157,0.0000000,0.0000000,6,0
12/12/2023 12:40:24 PM,2,9,1.7065972,0.2078917,-0.0499893826,0.73631904,0.0134491864,-9999.00000000,21.568,0.0156546465,0.0000000,0.0000000,6,0
12/12/2023 12:40:26 PM,2,9,1.7071750,0.2084694,-0.0499890044,0.73613099,0.0134203038,-9999.00000000,21.556,0.0156333826,0.0000000,0.0000000,6,0
12/12/2023 12:40:28 PM,2,9,1.7077528,0.2090472,-0.0499888946,0.73595111,0.0133914213,-9999.00000000,21.562,0.0156121240,0.0000000,0.0000000,6,0
12/12/2023 12:40:30 PM,2,9,1.7083306,0.2096250,-0.0499888276,0.73577299,0.0133625387,-9999.00000000,21.562,0.0155908706,0.0000000,0.0000000,6,0
12/12/2023 12:40:32 PM,2,9,1.7089083,0.2102028,-0.0499889556,0.73558739,0.0133336562,-9999.00000000,21.576,0.0155696225,0.0000000,0.0000000,6,0
12/12/2023 12:40:34 PM,2,9,1.7094861,0.2107806,-0.0499893002,0.73540766,0.0133047737,-9999.00000000,21.575,0.0155483797,0.0000000,0.0000000,6,0
12/12/2023 12:40:36 PM,2,9,1.7100639,0.2113583,-0.0499890349,0.73522702,0.0132758911,-9999.00000000,21.572,0.0155271420,0.0000000,0.0000000,6,0
12/12/2023 12:40:38 PM,2,9,1.7106417,0.2119361,-0.0499888886,0.73505692,0.0132470086,-9999.00000000,21.561,0.0155059093,0.0000000,0.0000000,6,0
12/12/2023 12:40:40 PM,2,9,1.7112194,0.2125139,-0.0499889556,0.73488399,0.0132181261,-9999.00000000,21.560,0.0154846816,0.0000000,0.0000000,6,0
12/12/2023 12:40:42 PM,2,9,1.7117972,0.2130917,-0.0499889770,0.73470564,0.0131892436,-9999.00000000,21.557,0.0154634590,0.0000000,0.0000000,6,0
12/12/2023 12:40:45 PM,2,9,1.7123750,0.2136694,-0.0499891874,0.73452843,0.0131603610,-9999.00000000,21.564,0.0154422415,0.0000000,0.0000000,6,0
12/12/2023 12:40:47 PM,2,9,1.7129528,0.2142472,-0.0499889648,0.73434863,0.0131314785,-9999.00000000,21.564,0.0154210293,0.0000000,0.0000000,6,0
12/12/2023 12:40:49 PM,2,9,1.7135306,0.2148250,-0.0499889312,0.73416119,0.0131025960,-9999.00000000,21.562,0.0153998224,0.0000000,0.0000000,6,0
12/12/2023 12:40:51 PM,2,9,1.7141083,0.2154028,-0.0499888215,0.73397101,0.0130737135,-9999.00000000,21.576,0.0153786209,0.0000000,0.0000000,6,0
12/12/2023 12:40:53 PM,2,9,1.7146861,0.2159806,-0.0499888245,0.73377922,0.0130448310,-9999.00000000,21.574,0.0153574248,0.0000000,0.0000000,6,0
12/12/2023 12:40:55 PM,2,9,1.7152639,0.2165583,-0.0499892819,0.73359056,0.0130159484,-9999.00000000,21.574,0.0153362344,0.0000000,0.0000000,6,0
12/12/2023 12:40:57 PM,2,9,1.7158417,0.2171361,-0.0499889922,0.73339427,0.0129870659,-9999.00000000,21.557,0.0153150494,0.0000000,0.0000000,6,0
12/12/2023 12:40:59 PM,2,9,1.7164194,0.2177139,-0.0499889190,0.73321699,0.0129581834,-9999.00000000,21.563,0.0152938698,0.0000000,0.0000000,6,0
12/12/2023 12:41:01 PM,2,9,1.7169972,0.2182917,-0.0499888062,0.73304406,0.0129293009,-9999.00000000,21.563,0.0152726953,0.0000000,0.0000000,6,0
12/12/2023 12:41:03 PM,2,9,1.7175750,0.2188694,-0.0499888946,0.73287189,0.0129004184,-9999.00000000,21.579,0.0152515258,0.0000000,0.0000000,6,0
12/12/2023 12:41:05 PM,2,9,1.7181528,0.2194472,-0.0499893155,0.73268209,0.0128715358,-9999.00000000,21.582,0.0152303615,0.0000000,0.0000000,6,0
12/12/2023 12:41:07 PM,2,9,1.7187306,0.2200250,-0.0499889495,0.73249145,0.0128426533,-9999.00000000,21.580,0.0152092026,0.0000000,0.0000000,6,0
12/12/2023 12:41:09 PM,2,9,1.7193083,0.2206028,-0.0499889221,0.73230294,0.0128137708,-9999.00000000,21.564,0.0151880493,0.0000000,0.0000000,6,0
12/12/2023 12:41:12 PM,2,9,1.7198861,0.2211806,-0.0499889160,0.73211260,0.0127848883,-9999.00000000,21.566,0.0151669015,0.0000000,0.0000000,6,0
12/12/2023 12:41:14 PM,2,9,1.7204639,0.2217583,-0.0499888611,0.73192028,0.0127560058,-9999.00000000,21.566,0.0151457591,0.0000000,0.0000000,6,0
12/12/2023 12:41:16 PM,2,9,1.7210417,0.2223361,-0.0499892301,0.73173254,0.0127271232,-9999.00000000,21.567,0.0151246223,0.0000000,0.0000000,6,0
12/12/2023 12:41:18 PM,2,9,1.7216194,0.2229139,-0.0499889251,0.73154510,0.0126982407,-9999.00000000,21.569,0.0151034909,0.0000000,0.0000000,6,0
12/12/2023 12:41:20 PM,2,9,1.7221972,0.2234917,-0.0499889099,0.73134874,0.0126693582,-9999.00000000,21.571,0.0150823651,0.0000000,0.0000000,6,0
12/12/2023 12:41:22 PM,2,9,1.7227750,0.2240694,-0.0499887940,0.73115710,0.0126404757,-9999.00000000,21.585,0.0150612447,0.0000000,0.0000000,6,0
12/12/2023 12:41:24 PM,2,9,1.7233528,0.2246472,-0.0499888093,0.73097386,0.0126115932,-9999.00000000,21.584,0.0150401298,0.0000000,0.0000000,6,0
12/12/2023 12:41:26 PM,2,9,1.7239306,0.2252250,-0.0499892728,0.73078398,0.0125827107,-9999.00000000,21.588,0.0150190203,0.0000000,0.0000000,6,0
12/12/2023 12:41:28 PM,2,9,1.7245083,0.2258028,-0.0499889129,0.73059777,0.0125538282,-9999.00000000,21.572,0.0149979164,0.0000000,0.0000000,6,0
12/12/2023 12:41:30 PM,2,9,1.7250861,0.2263806,-0.0499888886,0.73041209,0.0125249457,-9999.00000000,21.571,0.0149768177,0.0000000,0.0000000,6,0
12/12/2023 12:41:32 PM,2,9,1.7256639,0.2269583,-0.0499889068,0.73022893,0.0124960632,-9999.00000000,21.572,0.0149557244,0.0000000,0.0000000,6,0
12/12/2023 12:41:34 PM,2,9,1.7262417,0.2275361,-0.0499889343,0.73003699,0.0124671806,-9999.00000000,21.585,0.0149346365,0.0000000,0.0000000,6,0
12/12/2023 12:41:36 PM,2,9,1.7268194,0.2281139,-0.0499892087,0.72985039,0.0124382981,-9999.00000000,21.583,0.0149135539,0.0000000,0.0000000,6,0
12/12/2023 12:41:39 PM,2,9,1.7273972,0.2286917,-0.0499889404,0.72966654,0.0124094156,-9999.00000000,21.582,0.0148924767,0.0000000,0.0000000,6,0
12/12/2023 12:41:41 PM,2,9,1.7279750,0.2292694,-0.0499888733,0.72949743,0.0123805331,-9999.00000000,21.572,0.0148714047,0.0000000,0.0000000,6,0
12/12/2023 12:41:43 PM,2,9,1.7285528,0.2298472,-0.0499888977,0.72930946,0.0123516506,-9999.00000000,21.573,0.0148503380,0.0000000,0.0000000,6,0
12/12/2023 12:41:45 PM,2,9,1.7291306,0.2304250,-0.0499888215,0.72911233,0.0123227681,-9999.00000000,21.571,0.0148292767,0.0000000,0.0000000,6,0
12/12/2023 12:41:47 PM,2,9,1.7297083,0.2310028,-0.0499892484,0.72892688,0.0122938856,-9999.00000000,21.573,0.0148082209,0.0000000,0.0000000,6,0
